Resume ID,Resume Summary,Skills,Years of Experience,Education,Certifications,Projects,Job Role
c9f32dfd-0764-446b-85ca-d98d7dbf0bfa,"Strategy road sense itself. Debate seem owner method physical keep brother leg. Experience in Google Cloud, Azure, Kubernetes, Cloud Security, Linux, AWS, Docker. Worked on projects like Multi-cloud Deployment, Cloud Cost Optimization.","Google Cloud, Azure, Kubernetes, Cloud Security, Linux, AWS, Docker",0,B.Tech CSE,"Oracle SQL Expert, Certified Ethical Hacker, Tableau Desktop Specialist","Multi-cloud Deployment, Cloud Cost Optimization",Cloud Engineer
c3cd154c-72ba-4a10-8557-6ba4d9484ea1,"Great total line single decade weight teach. Imagine age several out visit party where. Reflect account soon woman series feel citizen movie. Experience in Data Visualization, Pandas, Machine Learning, Scikit-learn, SQL, Python, R. Worked on projects like Sentiment Analysis, Sales Forecasting.","Data Visualization, Pandas, Machine Learning, Scikit-learn, SQL, Python, R",3,M.Tech IT,"Oracle SQL Expert, DevOps Foundation, TensorFlow Developer Certificate","Sentiment Analysis, Sales Forecasting",Data Scientist
620bf818-d495-484b-8514-9a9c4a9fc2f0,"Thank type or hot air health evidence. Develop thing him against radio red long. Experience in Requirement Gathering, UML, Excel, Stakeholder Communication, Power BI. Worked on projects like Market Research Analysis, Sales Dashboard.","Requirement Gathering, UML, Excel, Stakeholder Communication, Power BI",3,B.Tech CSE,"AWS Certified Solutions Architect, TensorFlow Developer Certificate","Market Research Analysis, Sales Dashboard",Business Analyst
9662976c-c9a0-41dd-a8a5-81a71fae8483,"Beyond though strong who. Music nearly author. Under month sometimes actually magazine. Experience in SIEM, Risk Assessment, Network Security, Python, Cryptography, Firewalls, Penetration Testing. Worked on projects like Vulnerability Assessment.","SIEM, Risk Assessment, Network Security, Python, Cryptography, Firewalls, Penetration Testing",3,M.Tech IT,React Certification,Vulnerability Assessment,Cybersecurity Analyst
7067f2a8-42a1-4db6-8648-4276c3e871f7,"Hundred popular maybe follow. Try talk pick. Experience in SQL, Backup and Recovery, Security, MySQL, Oracle, Data Modeling. Worked on projects like Database Optimization.","SQL, Backup and Recovery, Security, MySQL, Oracle, Data Modeling",5,B.E. Information Technology,"DevOps Foundation, AWS Certified Solutions Architect",Database Optimization,Database Administrator
864cf084-e283-45be-afb0-731e1fe6f79b,"Each experience represent add successful support. Age south word himself. Experience in NLP, TensorFlow, PyTorch, Python, Data Preprocessing, Machine Learning, Computer Vision. Worked on projects like Image Classification.","NLP, TensorFlow, PyTorch, Python, Data Preprocessing, Machine Learning, Computer Vision",10,B.E. Information Technology,Certified Ethical Hacker,Image Classification,AI/ML Engineer
92352fb8-3d5c-4108-b322-44344d52b47f,"Part late too travel project thought make wall. Staff the page time baby. Experience in NLP, Deep Learning, Machine Learning, PyTorch, TensorFlow, Data Preprocessing. Worked on projects like Image Classification, Chatbot Development.","NLP, Deep Learning, Machine Learning, PyTorch, TensorFlow, Data Preprocessing",8,B.Sc Computer Science,"AWS Certified Solutions Architect, Microsoft Azure Fundamentals","Image Classification, Chatbot Development",AI/ML Engineer
295b622c-1ab2-476c-9b45-50b3aa846b46,"Human number magazine as whose identify. Southern once can forget. Experience in Java, SQL, Git, Data Structures, Algorithms, Python, System Design, C++. Worked on projects like E-commerce Backend.","Java, SQL, Git, Data Structures, Algorithms, Python, System Design, C++",8,B.E. Information Technology,"Microsoft Azure Fundamentals, Scrum Master, Oracle SQL Expert",E-commerce Backend,Software Engineer
fbb23aab-0922-417f-8d6d-3221fca9fe7a,"Enter later hour yard enough just season. Current show now life whatever money. Experience in Data Modeling, Backup and Recovery, NoSQL, Security, MySQL, SQL, Oracle. Worked on projects like Database Optimization, Data Backup System.","Data Modeling, Backup and Recovery, NoSQL, Security, MySQL, SQL, Oracle",3,B.Tech CSE,Tableau Desktop Specialist,"Database Optimization, Data Backup System",Database Administrator
1fa51927-ce24-4a55-a41f-4943f5795cec,"Much question us federal could. Oil performance production ok walk. Experience in Data Analysis, SQL, Tableau, Requirement Gathering, UML. Worked on projects like Product Requirement Doc, Market Research Analysis.","Data Analysis, SQL, Tableau, Requirement Gathering, UML",2,B.E. Information Technology,"Oracle SQL Expert, React Certification","Product Requirement Doc, Market Research Analysis",Business Analyst
e289a12d-d64e-40c4-b275-46acd62fb8c7,"Most according property message investment. Experience in Java, SQL, Data Structures, Git, System Design. Worked on projects like REST API Development.","Java, SQL, Data Structures, Git, System Design",1,M.Tech IT,React Certification,REST API Development,Software Engineer
6207ade6-0e2c-4385-b126-788e79555343,"Form color list song scientist maybe rich. Style member letter event article occur. Experience in Responsive Design, MongoDB, CSS, React, Node.js. Worked on projects like E-commerce Frontend.","Responsive Design, MongoDB, CSS, React, Node.js",7,MCA,"Oracle SQL Expert, Google Data Analytics, React Certification",E-commerce Frontend,Web Developer
e78e381d-105c-4882-9b0d-320f2ccf2217,"Boy beyond all could something. Expert society customer reality car might throughout. Experience in Database Tuning, SQL, Data Modeling, NoSQL, Backup and Recovery, Security, Oracle. Worked on projects like Data Backup System.","Database Tuning, SQL, Data Modeling, NoSQL, Backup and Recovery, Security, Oracle",4,MCA,"Certified Ethical Hacker, React Certification",Data Backup System,Database Administrator
4c341a50-421f-4f01-a7c0-f6cfe9f9565e,"Consider bed heart huge investment always eat. Add again point later adult leave analysis. Candidate message note address. Experience in SQL, Tableau, Power BI, Data Analysis, Requirement Gathering, UML. Worked on projects like Product Requirement Doc, Sales Dashboard.","SQL, Tableau, Power BI, Data Analysis, Requirement Gathering, UML",3,B.Tech CSE,Google Data Analytics,"Product Requirement Doc, Sales Dashboard",Business Analyst
643b72d3-619a-41ed-ada0-8868642ecd1c,"Compare war however light music let join. Quickly cause audience group store. Theory most investment two minute. Experience in AWS, CI/CD, Kubernetes, Monitoring Tools, Docker, Ansible, Linux. Worked on projects like Kubernetes Cluster Deployment, CI/CD Pipeline Setup.","AWS, CI/CD, Kubernetes, Monitoring Tools, Docker, Ansible, Linux",2,MCA,"Google Data Analytics, Scrum Master, DevOps Foundation","Kubernetes Cluster Deployment, CI/CD Pipeline Setup",DevOps Engineer
5dbb771a-e2b2-4f3d-b5d4-b609a476c5fe,"Firm military win rest people. Tough attention rather growth adult chair share. Music stage PM worker program son view. Experience in Python, SQL, Git, System Design, Data Structures, Algorithms, Java. Worked on projects like E-commerce Backend, Library Management System.","Python, SQL, Git, System Design, Data Structures, Algorithms, Java",5,B.E. Information Technology,"Certified Ethical Hacker, TensorFlow Developer Certificate, DevOps Foundation","E-commerce Backend, Library Management System",Software Engineer
66404819-d68f-42c0-80e4-58f02ef9de5b,"Be would move they other five. Just tell amount during woman concern dog claim. Experience in HTML, JavaScript, Express, Responsive Design, CSS, MongoDB, React, Node.js. Worked on projects like Portfolio Website, E-commerce Frontend.","HTML, JavaScript, Express, Responsive Design, CSS, MongoDB, React, Node.js",8,B.E. Information Technology,Google Data Analytics,"Portfolio Website, E-commerce Frontend",Web Developer
252f2156-6bb8-4b4d-8dab-e33de44242a0,"Husband government speech attorney hard stay attention. Region cost agent. Practice feel sort medical business. Experience in Machine Learning, PyTorch, Data Preprocessing, Python, NLP, Computer Vision, TensorFlow, Deep Learning. Worked on projects like Chatbot Development, Image Classification.","Machine Learning, PyTorch, Data Preprocessing, Python, NLP, Computer Vision, TensorFlow, Deep Learning",10,B.Tech CSE,Certified Ethical Hacker,"Chatbot Development, Image Classification",AI/ML Engineer
91ffd67a-fb33-4f3e-b787-21e5b36681cc,"Manage some budget happen group finally. Mind study other newspaper help training get network. Major research smile represent expert card. Experience in Data Preprocessing, TensorFlow, Machine Learning, NLP, Computer Vision, PyTorch, Python. Worked on projects like Object Detection System, Image Classification.","Data Preprocessing, TensorFlow, Machine Learning, NLP, Computer Vision, PyTorch, Python",5,B.Tech CSE,TensorFlow Developer Certificate,"Object Detection System, Image Classification",AI/ML Engineer
fdfc70bb-004a-443a-b556-46ef1edfd9f7,"Ready describe result middle edge score who. Although huge debate election prove member north. Experience in React Native, UI/UX Design, iOS, Flutter, Kotlin, Android. Worked on projects like ToDo App, Fitness Tracker.","React Native, UI/UX Design, iOS, Flutter, Kotlin, Android",10,B.Sc Computer Science,Oracle SQL Expert,"ToDo App, Fitness Tracker",Mobile App Developer
e0166dd2-d862-49b5-a3af-4f07fb4e589f,"From newspaper dog report particularly. Everything right mean even. Keep phone yet manage budget pretty someone test. Experience in Azure, Kubernetes, Google Cloud, Cloud Security, Docker, Terraform, Linux, AWS. Worked on projects like Cloud Cost Optimization.","Azure, Kubernetes, Google Cloud, Cloud Security, Docker, Terraform, Linux, AWS",7,M.Tech IT,Oracle SQL Expert,Cloud Cost Optimization,Cloud Engineer
3b5c9089-e88a-4652-a5f5-2fc9ba39e57e,"Radio administration science should past. Every agree start. Foreign ever smile stuff to south. Experience in JavaScript, React, Express, Responsive Design, MongoDB. Worked on projects like E-commerce Frontend, Blog CMS.","JavaScript, React, Express, Responsive Design, MongoDB",3,B.Tech CSE,"TensorFlow Developer Certificate, Microsoft Azure Fundamentals, Scrum Master","E-commerce Frontend, Blog CMS",Web Developer
fdb1d159-b9b0-490b-a188-67a7b17f5f2f,"Common its send own. Recently room discover include social. Mouth society popular yourself bag argue moment seven. Experience in SQL, Requirement Gathering, Stakeholder Communication, UML, Data Analysis, Excel, Power BI. Worked on projects like Sales Dashboard.","SQL, Requirement Gathering, Stakeholder Communication, UML, Data Analysis, Excel, Power BI",0,B.Tech CSE,DevOps Foundation,Sales Dashboard,Business Analyst
37cf84fb-6794-4a04-bdd9-bf86e7764393,"Piece age style maintain win ok myself. Ball itself shake mean. Experience in Express, HTML, MongoDB, Node.js, JavaScript, CSS, Responsive Design. Worked on projects like Blog CMS.","Express, HTML, MongoDB, Node.js, JavaScript, CSS, Responsive Design",0,M.Tech IT,"Scrum Master, Google Data Analytics, Certified Ethical Hacker",Blog CMS,Web Developer
660415d9-003c-45fb-9af9-15d96811d8b2,"Culture provide well protect. By accept contain within meeting air inside. Experience in React, JavaScript, Responsive Design, Node.js, CSS, HTML, Express, MongoDB. Worked on projects like Blog CMS.","React, JavaScript, Responsive Design, Node.js, CSS, HTML, Express, MongoDB",7,MCA,"Google Data Analytics, Scrum Master, TensorFlow Developer Certificate",Blog CMS,Web Developer
edf166bc-df5e-43c2-9a1f-0685a93725c1,"Need simple tonight happy because. Experience in Docker, CI/CD, Terraform, Kubernetes, Monitoring Tools. Worked on projects like Infrastructure Automation, CI/CD Pipeline Setup.","Docker, CI/CD, Terraform, Kubernetes, Monitoring Tools",4,MCA,"TensorFlow Developer Certificate, Google Data Analytics","Infrastructure Automation, CI/CD Pipeline Setup",DevOps Engineer
d643899d-10e2-429b-84e4-3560c45da6bc,"Perhaps modern staff we put role sort. Administration cut language. Environment certain reality organization there him should tax. Experience in CI/CD, Kubernetes, Monitoring Tools, Ansible, Linux, AWS. Worked on projects like Kubernetes Cluster Deployment, CI/CD Pipeline Setup.","CI/CD, Kubernetes, Monitoring Tools, Ansible, Linux, AWS",1,B.Tech CSE,DevOps Foundation,"Kubernetes Cluster Deployment, CI/CD Pipeline Setup",DevOps Engineer
5af12909-ba3c-4798-85e3-80bdf837ba0d,"Memory note writer important. State Mr operation option both leg skill. Experience in Android, Java, Swift, Flutter, iOS, Kotlin. Worked on projects like Chat Application, ToDo App.","Android, Java, Swift, Flutter, iOS, Kotlin",9,MCA,"Certified Ethical Hacker, TensorFlow Developer Certificate, Tableau Desktop Specialist","Chat Application, ToDo App",Mobile App Developer
87e54ea0-706a-402a-8f5d-eca85df9c7c1,"Available happen operation major. Five decade probably maintain among but current. Experience in Linux, Docker, Ansible, Kubernetes, CI/CD. Worked on projects like Infrastructure Automation.","Linux, Docker, Ansible, Kubernetes, CI/CD",8,M.Tech IT,Microsoft Azure Fundamentals,Infrastructure Automation,DevOps Engineer
3599be9a-9420-4141-967c-578f026c1b60,"Right ready organization radio ok another relate. Race share film three cover position help. Experience in Terraform, Google Cloud, Linux, AWS, Azure, Cloud Security, Kubernetes, Docker. Worked on projects like Multi-cloud Deployment, Serverless Architecture.","Terraform, Google Cloud, Linux, AWS, Azure, Cloud Security, Kubernetes, Docker",6,B.Sc Computer Science,"Google Data Analytics, Scrum Master, Tableau Desktop Specialist","Multi-cloud Deployment, Serverless Architecture",Cloud Engineer
847daae3-703d-45cf-a6db-e24778a770de,"New suggest Democrat. Property even cell computer mind remain. Pressure me next give could. Past human mind parent environment no. Experience in Monitoring Tools, Docker, Kubernetes, Terraform, CI/CD, Linux. Worked on projects like Kubernetes Cluster Deployment.","Monitoring Tools, Docker, Kubernetes, Terraform, CI/CD, Linux",6,B.Tech CSE,Oracle SQL Expert,Kubernetes Cluster Deployment,DevOps Engineer
1159d4c0-8bde-4469-b856-e3db8f12cbd0,"Old network realize building sister finally. Single light clear. Blood know sell forward mind hit wife. Experience in Data Modeling, Security, Oracle, Backup and Recovery, Database Tuning, SQL, NoSQL. Worked on projects like Data Backup System.","Data Modeling, Security, Oracle, Backup and Recovery, Database Tuning, SQL, NoSQL",7,MCA,"Tableau Desktop Specialist, Oracle SQL Expert, Certified Ethical Hacker",Data Backup System,Database Administrator
